studentID,difNLOC,difCCN,submissions,Window,Total.Time.Spent,atv
10175,0.169054441,0.067743482,0.050314465,0.223370676,0.08898292,504
10176,0.016873607,0.013460191,0.27672956,0.000443109,0.11718195,504
10178,0.092645654,0.048567319,0.06918239,0.002107978,0.148098959,504
10179,0.276504298,0.12379688,0.018867925,0.000752491,0.19899929,504
10181,0.321872015,0.256554929,0.012578616,0.009156606,0.093492294,504
10183,0.045845272,0.010510012,0.182389937,0.086446715,0.176977484,504
10184,0.183381089,0.15034849,0.031446541,3.68E-05,0.009729129,504
10185,0.192932187,0.079544197,0.031446541,0.616125885,0.09710597,504
10186,0.080489711,0.044142051,0.062893082,0.200307653,0.068999598,504
10187,0.398280802,0.283106538,0.006289308,1.42E-05,0.003768107,504
10188,0.570200573,0.468967806,0.006289308,4.71E-05,0.012447108,504
10189,0.362464183,0.137072685,0.018867925,0.000637918,0.168700003,504
10190,0.1747851,0.129107202,0.025157233,0.165301369,0.075176823,504
10191,0.095829354,0.050042409,0.050314465,3.78E-05,0.010007104,504
10192,0.09025788,0.027547295,0.094339623,0.009910965,0.069987954,504
10193,0.613180516,0.256554929,0.006289308,2.50E-05,0.00660963,504
10195,0.160867786,0.135176141,0.037735849,0.000293732,0.077678599,504
10196,0.057457397,0.021782801,0.113207547,0.47342516,0.053865398,504
10197,0.119934507,0.135176141,0.037735849,8.67E-05,0.022917503,504
10198,0.023959032,0.003467245,0.289308176,0.015749161,0.335145319,504
10199,0.154727794,0.064055758,0.044025157,0.037938697,0.028384347,504
10200,0.398280802,0.185750636,0.012578616,0.000582675,0.154090867,504
10201,0.369627507,0.137072685,0.018867925,1.73E-05,0.004571146,504
10202,0.020057307,0.004845669,0.308176101,0.122475863,0.238873274,504
10203,0,0,1,0.35261767,1,504
10204,0.035339064,0.110521075,0.06918239,0.000404451,0.106958643,504
10206,0.207258835,0.088394734,0.031446541,6.14E-05,0.016246101,504
10208,0.047277937,0.010952539,0.094339623,0.001112093,0.179571918,504
10209,0.283667622,0.15034849,0.006289308,0.123540422,0.131791086,504
10210,0.044522812,0.011463147,0.157232704,0.077948699,0.529666121,504
10211,0.283667622,0.256554929,0.006289308,1.80E-05,0.004756463,504
10212,0.360076409,0.274256002,0.012578616,2.22E-05,0.005868363,504
10213,0.121298949,0.079544197,0.050314465,0.000274695,0.072644161,504
10214,0.056733524,0.014404248,0.150943396,0.039206473,0.395867437,504
10215,0.197707736,0.362761367,0.012578616,6.12E-05,0.016184328,504
10216,1,0.415864587,0,0.076146599,0.001606078,504
10217,0.106972302,0.159199026,0.031446541,0.215680744,0.011088118,504
10218,0.068085687,0.039084602,0.125786164,0.271394708,0.138153628,504
10219,0.046966488,0.016436024,0.13836478,0.46467499,0.074528214,504
10220,0.297994269,0.12379688,0.018867925,1,0.041881583,504
10221,0.188156638,0.106095807,0.031446541,0.221056094,0.229298576,504
10222,0.096118781,0.073107443,0.062893082,0.000340682,0.09009482,504
10223,0.541547278,1,0,8.22E-05,0.02174383,504
10226,0.109143006,0.039314486,0.062893082,0.000312886,0.082743923,504
10227,0.104106972,0.05830291,0.088050314,0.048756668,0.106958643,504
10228,0.048710602,0.015820334,0.088050314,0.753661836,0.081106959,504
10230,0.130850048,0.075118929,0.06918239,0.011212027,0.069617321,504
10231,0.17860554,0.309658148,0.012578616,0,0,504
10232,0.102196753,0.159199026,0.031446541,5.93E-05,0.01569015,504
10233,0.407831901,0.362761367,0.012578616,1.62E-05,0.004293171,504
10234,0.570200573,0.495519416,0.006289308,0.000299104,0.079099361,504
10237,0.161891117,0.057417856,0.044025157,6.41E-05,0.016956481,504
10238,0.041342612,0.00621118,0.213836478,0.091328852,0.083670507,504
10240,0.01398955,0.033209035,0.20754717,0.00034804,0.092040646,504
10169,0.026266417,0.066551426,0.363636364,0.033369455,0.118801749,515
10170,0.134146341,0.241573034,0.090909091,0.064780246,0.383570565,515
10171,0.292682927,0.292134831,0.03030303,9.66E-05,0.065866592,515
10172,0.804878049,0.595505618,0,1.13E-05,0.007721649,515
10174,0.008780488,0.031910112,0.727272727,0.001466644,1,515
10175,0.134146341,0.140449438,0.090909091,3.85E-05,0.026234999,515
10176,0.079268293,0.115168539,0.212121212,8.65E-05,0.058982231,515
10178,0.12195122,0.157303371,0.151515152,0.000103971,0.070890315,515
10179,0.25203252,0.280898876,0.060606061,0.000108337,0.073867336,515
10181,0,0,0.151515152,0.638526818,0.092938878,515
10183,0.088414634,0.064606742,0.212121212,0.000145041,0.09889292,515
10184,0.829268293,0.528089888,0,0.000172603,0.117685366,515
10185,0.052845528,0.061797753,0.333333333,0.21789259,0.208205414,515
10186,0.109756098,0.207865169,0.090909091,0.000138218,0.094241325,515
10187,0.055432373,0.080694586,0.303030303,0.530315414,0.19871616,515
10188,0.426829268,0.426966292,0.03030303,0.094137818,0.086891804,515
10189,0.008780488,0.034606742,0.727272727,0.274385051,0.243743604,515
10190,0.804878049,1,0,5.57E-05,0.037957019,515
10191,0.085365854,0.078651685,0.151515152,0.022511324,0.065215369,515
10192,0.207317073,0.140449438,0.090909091,8.69E-05,0.059261327,515
10193,0.070121951,0.056179775,0.212121212,0.922936868,0.226625733,515
10195,0.019255456,0.04198699,0.545454545,0.000223223,0.152200205,515
10196,0.034843206,0.060995185,0.393939394,0.643289965,0.124662759,515
10197,0.152439024,0.241573034,0.090909091,0.000168373,0.114801377,515
10198,0.004304161,0.018506279,1,0.000580845,0.396036841,515
10199,0.317073171,0.191011236,0.060606061,6.39E-05,0.043538934,515
10200,0.284552846,0.325842697,0.060606061,0.000328286,0.223834775,515
10201,0.082317073,0.056179775,0.212121212,0.000230728,0.15731696,515
10202,0.038327526,0.060995185,0.393939394,0.010388897,0.146525258,515
10203,0,0.02247191,0.939393939,1,0.892082984,515
10204,0.066202091,0.09470305,0.181818182,0.082599648,0.030979626,515
10206,0.12195122,0.08988764,0.151515152,6.82E-07,0.00046516,515
10208,0.402439024,0.258426966,0.03030303,9.63E-05,0.065680528,515
10209,0.130081301,0.168539326,0.060606061,3.92E-05,0.026700158,515
10210,0.268292683,0.191011236,0.060606061,0.000336063,0.229137594,515
10211,0.195121951,0.292134831,0.03030303,3.75E-05,0.025583775,515
10212,0.292682927,0.359550562,0.03030303,0.000121845,0.083077496,515
10213,0.12195122,0.137078652,0.121212121,0.194060482,0.088380314,515
10214,0.103658537,0.064606742,0.212121212,0.009479221,0.221974137,515
10215,0.048780488,0.179775281,0.151515152,0.000109156,0.074425528,515
10216,1,0.595505618,0,3.48E-05,0.023723137,515
10217,0.365853659,0.292134831,0.03030303,0.005360775,0.024653456,515
10218,0.034843206,0.060995185,0.393939394,0.000114614,0.078146804,515
10219,0.091463415,0.064606742,0.212121212,0.000216128,0.147362545,515
10220,0.300813008,0.191011236,0.060606061,0.000311913,0.212670946,515
10221,0.063414634,0.049438202,0.272727273,0.010582103,0.287840729,515
10222,0.284552846,0.325842697,0.060606061,0,0,515
10223,0.390243902,0.595505618,0,6.96E-06,0.004744627,515
10226,0.235772358,0.191011236,0.060606061,0.000388594,0.26495488,515
10227,0.039634146,0.068820225,0.454545455,0.000205213,0.139919993,515
10228,0.463414634,0.258426966,0.03030303,9.61E-05,0.065494465,515
10230,0.100271003,0.101123596,0.242424242,0.000277801,0.189412969,515
10231,0.243902439,0.258426966,0.03030303,0.000229363,0.156386641,515
10232,0.029268293,0.08988764,0.272727273,0.001439628,0.135268397,515
10233,0.284552846,0.325842697,0.060606061,0.000110247,0.075169783,515
10234,0.180487805,0.191011236,0.121212121,0.003984594,0.18169132,515
10237,0.182926829,0.174157303,0.090909091,9.31E-05,0.063447763,515
10238,0.829268293,0.528089888,0,1.66E-05,0.011349893,515
10240,0.12195122,0.134831461,0.151515152,0.158423043,0.353800354,515
10169,0.161904762,0.111671924,0.063492063,5.09E-05,0.05095421,520
10170,0.055088702,0.038040453,0.253968254,0.113493675,0.416640423,520
10171,0.492063492,0.394321767,0.015873016,9.31E-05,0.093279587,520
10172,0.587301587,0.394321767,0.015873016,1.08E-05,0.010833281,520
10174,0.100529101,0.057833859,0.079365079,9.93E-05,0.099452038,520
10175,0.064935065,0.045597935,0.158730159,0.371152865,0.168419727,520
10176,0.025396825,0.041009464,0.301587302,0.000513572,0.514517856,520
10178,0.06031746,0.044374343,0.222222222,0.005340793,0.107262077,520
10179,0.46031746,0.192429022,0.015873016,0.000977917,0.367512754,520
10181,0.121693122,0.09148265,0.079365079,0.037714164,0.012092965,520
10183,0.206349206,0.141955836,0.047619048,1,0.138628204,520
10184,0.020885547,0.011788145,0.285714286,0.054979074,0.922718398,520
10185,0.46031746,0.192429022,0.015873016,0.000288126,0.00195251,520
10186,0.222222222,0.09148265,0.047619048,0.000252542,0.253007495,520
10187,0.06031746,0.044374343,0.222222222,0.171004081,0.070983183,520
10188,0.238095238,0.141955836,0.047619048,3.38E-05,0.033822511,520
10189,0.085714286,0.051104101,0.142857143,0.00010499,0.105183599,520
10190,0.129251701,0.10590356,0.095238095,0.086786127,0.05725263,520
10191,0.28042328,0.192429022,0.031746032,0.007441728,0.006235435,520
10192,0.222222222,0.09148265,0.047619048,0.049888622,0.20123449,520
10193,0.238095238,0.192429022,0.031746032,0.388249413,0.048056938,520
10196,0.056084656,0.030914826,0.222222222,0.225592742,0.116520753,520
10197,0.121693122,0.09148265,0.079365079,0.000220165,0.220570637,520
10198,0.013605442,0.004957188,0.428571429,0.056806091,0.332808465,520
10199,0.238095238,0.242902208,0.047619048,4.22E-05,0.042262392,520
10200,0,0,1,0.082895581,1,520
10201,0.428571429,0.293375394,0.015873016,0.026685356,0.037097688,520
10202,0.047619048,0.034426005,0.349206349,0.286676145,0.117780437,520
10203,0.134920635,0.09148265,0.111111111,0.343761497,0.059771997,520
10204,0.044091711,0.035401332,0.26984127,0,0,520
10206,1,1,0,1.26E-07,0.000125968,520
10208,0.134920635,0.066246057,0.111111111,0.005266671,0.266297159,520
10209,0.079365079,0.116719243,0.111111111,0.380681822,0.442841847,520
10210,0.035714286,0.028391167,0.238095238,0.000774098,0.157397493,520
10211,0.396825397,0.192429022,0.015873016,3.01E-05,0.030106443,520
10212,0.158730159,0.09148265,0.111111111,0.000994829,0.055552056,520
10213,0.161904762,0.111671924,0.063492063,3.36E-05,0.033633558,520
10214,0.064182195,0.034426005,0.349206349,0.100057512,0.228254708,520
10215,0.132275132,0.057833859,0.079365079,2.12E-05,0.021288657,520
10216,0.238095238,0.192429022,0.031746032,0.028032751,0.039302135,520
10217,0.174603175,0.09148265,0.079365079,0.350299429,0.016249921,520
10218,0.051851852,0.044374343,0.222222222,0.050604882,0.127417018,520
10219,0.2,0.111671924,0.063492063,8.30E-06,0.008313913,520
10220,0.380952381,0.293375394,0.047619048,5.12E-05,0.051332116,520
10221,0.126984127,0.066246057,0.111111111,8.71E-05,0.087233104,520
10222,0.365079365,0.259726604,0.031746032,3.77E-07,0.000377905,520
10223,0.053391053,0.045597935,0.158730159,7.20E-05,0.072179883,520
10227,0.005291005,0.003995794,0.698412698,0.032586118,0.365812181,520
10228,0.174603175,0.141955836,0.047619048,9.18E-06,0.009195692,520
10230,0.029100529,0.024185068,0.365079365,0.026958016,0.146501228,520
10231,0.034013605,0.019378098,0.206349206,0.393713742,0.583989419,520
10232,0.000634921,0.002649842,0.777777778,0.00039123,0.39195062,520
10233,0.183673469,0.192429022,0.095238095,3.33E-05,0.033318637,520
10234,0.153439153,0.125131441,0.079365079,4.20E-05,0.04207344,520
10237,0.142857143,0.057833859,0.079365079,0.000363002,0.113686465,520
10238,0.017048795,0.012968805,0.412698413,0.244354107,0.203124016,520
10240,0.040564374,0.024185068,0.26984127,0.077570254,0.357939157,520
10169,0.267716535,0.27173913,0,0.001427494,0.024260889,522
10170,0.014655311,0.015716986,0.014084507,0.227862098,0.558376589,522
10171,0.071172922,0.078879533,0.028169014,0.00014912,0.113217483,522
10172,0.134045744,0.134530561,0.042253521,0.137412051,0.042654028,522
10174,0.067589377,0.04183447,0.070422535,0.007846512,0.146656135,522
10175,0.009819085,0.010515123,0.084507042,1,0.405326111,522
10176,0.005880844,0.004543495,0.098591549,0.051483377,0.187692771,522
10178,0.314210724,0.282293636,0.126760563,3.68E-05,0.027909426,522
10179,0,0.001067138,0.14084507,0.223441889,0.423380727,522
10181,0.790776153,1,0.169014085,0.000264503,0.20081998,522
10183,0.010210262,0.009500267,0.197183099,0.269587149,0.039832995,522
10184,0.097237845,0.099348876,0.211267606,0.011929292,0.04028436,522
10185,0.755905512,0.873345936,0.225352113,0.000206093,0.00835026,522
10186,0.004185952,0.003377855,0.23943662,0.230641188,1,522
10187,0.314210724,0.282293636,0.253521127,0.123768517,0.124652073,522
10188,0.148160051,0.131514988,0.267605634,0.003164129,0.091062965,522
10189,0.073990751,0.071203529,0.281690141,7.49E-05,0.056834424,522
10190,0.424634421,0.430056711,0.295774648,0,0,522
10191,0.048806399,0.036021844,0.309859155,0.15150364,0.097419695,522
10192,0.860517435,0.873345936,0.323943662,0.222686279,0.036522982,522
10193,0.053127974,0.074451069,0.338028169,0.268151282,0.094899571,522
10196,0.032339708,0.031096408,0.38028169,0.029456498,0.115436696,522
10197,0.05384327,0.05431632,0.394366197,0.004785034,0.195967803,522
10198,0.033132222,0.027066506,0.408450704,0.236924264,0.485104942,522
10199,0.026654277,0.025314375,0.422535211,0.103487983,0.194124727,522
10200,0.002283297,0,0.436619718,0.015416878,0.336304822,522
10201,0.024867427,0.022954361,0.450704225,0.049017786,0.16331904,522
10202,0.013055186,0.002119494,0.464788732,0.000239831,0.182088317,522
10203,0.360704912,0.324511657,0.478873239,0,0,522
10204,0.03408324,0.031096408,0.492957746,0.005330537,0.443316031,522
10206,0.031202621,0.036327772,0.521126761,0.027005026,0.237455804,522
10208,0.03912011,0.036021844,0.549295775,0.04670087,0.275483337,522
10209,0.019951453,0.013431499,0.563380282,0.253884713,0.126645603,522
10210,0.018812304,0.017339156,0.577464789,0.162373087,0.736929211,522
10211,0.206692913,0.208412098,0.591549296,2.15E-05,0.016324381,522
10212,0.090457443,0.071203529,0.605633803,0.000101016,0.076694501,522
10213,0.038566608,0.028985507,0.61971831,0.043811203,0.115812834,522
10214,0.018338617,0.019390502,0.633802817,0.047174935,0.33250583,522
10215,0.02001474,0.017339156,0.647887324,0.023066858,0.179079215,522
10216,0.180539933,0.208412098,0.661971831,9.16E-05,0.069510269,522
10217,0.070799974,0.091070833,0.676056338,0.233601453,0.298277289,522
10218,0.013055186,0.013633499,0.690140845,0.000430319,0.094260137,522
10219,0.206692913,0.208412098,0.704225352,4.45E-05,0.033777176,522
10220,0.004249469,0.00084016,0.718309859,0.460183245,0.141427819,522
10221,0.11328941,0.11342155,0.732394366,0.118671371,0.113255097,522
10222,1,0.873345936,0.746478873,6.44E-06,0.004889792,522
10223,0.041057368,0.059141237,0.76056338,6.36E-05,0.048258482,522
10226,0.00941549,0.010221942,0.802816901,0.248053705,0.364891296,522
10227,0.019101779,0.019603725,0.816901408,0.248961755,0.464567818,522
10228,0.128233971,0.134530561,0.830985915,6.21E-05,0.047130068,522
10230,0.035245594,0.035016653,0.85915493,0.00021075,0.160009027,522
10231,0.054618173,0.085276202,0.873239437,0.266828569,0.102497555,522
10232,0.163104612,0.164083176,0.887323944,4.81E-06,0.003648537,522
10233,0.05384327,0.045872716,0.901408451,0.00010488,0.079628376,522
10234,0.163104612,0.164083176,0.915492958,8.95E-05,0.06793049,522
10237,0.078418769,0.11342155,0.957746479,0.000323012,0.083540209,522
10238,0.206692913,0.208412098,0.971830986,0.190581877,0.012600617,522
10240,0.018972628,0.007876497,1,0.26925735,0.456668923,522
10169,0.160799239,0.132793522,0.064516129,0.000605584,0.253468781,524
10170,0.22074215,0.149797571,0.032258065,0.495075511,0.07259663,524
10171,0.760228354,1,0,0.000291446,0.121985464,524
10172,0.490485252,0.489878543,0.016129032,1.12E-05,0.004707631,524
10174,0.240723121,0.149797571,0.032258065,0.751798352,0.031549389,524
10175,0.045195052,0.034412955,0.209677419,0.977879509,0.091757516,524
10176,0.044068306,0.033454081,0.290322581,0.01508218,0.344235216,524
10178,0.880114177,0.744939271,0.016129032,6.99E-05,0.029236868,524
10179,0.175784967,0.107287449,0.048387097,0.001879501,0.157003634,524
10181,1,1,0,3.14E-05,0.013131814,524
10183,0.300666032,0.319838057,0.032258065,0.873236599,0.009745623,524
10184,0.068886775,0.064777328,0.225806452,0.000353208,0.147836141,524
10185,0.370599429,0.234817814,0.016129032,0.001629295,0.17831186,524
10186,1,1,0,0.008786,1,524
10187,0.237868697,0.198380567,0.096774194,0.000550926,0.230591345,524
10188,0.370599429,0.362348178,0.016129032,0,0,524
10189,0.760228354,0.489878543,0,0.000127865,0.053518335,524
10190,0.160799239,0.107287449,0.048387097,0.000190022,0.079534192,524
10191,0.160799239,0.132793522,0.064516129,0.000139113,0.058225966,524
10192,0.028068506,0.025303644,0.435483871,0.46709591,0.771638586,524
10193,1,1,0,0.922253783,0.080773043,524
10196,0.040913416,0.039771374,0.258064516,0.888304375,0.266930955,524
10197,0.240723121,0.234817814,0.032258065,0.001946196,0.282705649,524
10198,0.026332708,0.014224751,0.580645161,0.93529742,0.490584737,524
10200,0.065889629,0.064777328,0.177419355,0.325447849,0.228774364,524
10201,0.235727878,0.234817814,0.048387097,0.000344526,0.14420218,524
10202,0,0,1,0.8942655,0.953254047,524
10203,0.380589914,0.319838057,0.032258065,0.00019752,0.082672613,524
10204,0.20076118,0.149797571,0.032258065,0.000134377,0.056243806,524
10206,0.490485252,0.489878543,0.016129032,0.000604597,0.253055831,524
10208,0.175784967,0.171052632,0.048387097,0.014376751,0.048315164,524
10209,0.610371075,0.744939271,0.016129032,0.459598428,0.298562934,524
10210,0.232730733,0.234817814,0.064516129,0.06530994,0.436570862,524
10211,0.320647003,0.234817814,0.032258065,0.000210741,0.088206145,524
10212,0.175784967,0.107287449,0.048387097,8.90E-05,0.0372481,524
10213,0.430542341,0.362348178,0.016129032,0.220151406,0.103154939,524
10214,0.083729781,0.089068826,0.209677419,0.000246259,0.103072349,524
10215,0.150808754,0.149797571,0.080645161,0.000219818,0.092005286,524
10216,1,1,0,0.045334546,0.032953419,524
10217,0.250713606,0.319838057,0.080645161,0.86561875,0.171043938,524
10218,1,1,0,3.95E-07,0.00016518,524
10219,1,1,0,0,0,524
10221,0.460513796,0.4048583,0.032258065,0.015519053,0.440204823,524
10222,0.16679353,0.132793522,0.14516129,0.001501627,0.225470763,524
10223,0.160799239,0.132793522,0.064516129,0.000133785,0.055996036,524
10226,0.084508261,0.072506441,0.161290323,0.017225699,0.166253717,524
10227,0.22074215,0.183805668,0.064516129,0.768018296,0.53427486,524
10228,1,1,0,5.58E-05,0.023372977,524
10230,0.110846813,0.064777328,0.080645161,0.000280199,0.117277833,524
10231,0.145813511,0.107287449,0.048387097,0.962578695,0.079534192,524
10232,0.058896289,0.081781377,0.14516129,0.880390936,0.081268583,524
10234,0.22074215,0.234817814,0.064516129,7.91E-05,0.033118599,524
10237,0.22074215,0.149797571,0.032258065,4.52E-05,0.018913115,524
10238,0.29567079,0.362348178,0.112903226,0.797579637,0.095061117,524
10240,0.175784967,0.107287449,0.048387097,1,0.066154609,524
10169,1,0.744897959,0,0.005584027,0.036849378,528
10170,0.194560669,0.149659864,0.058823529,0.000687458,0.808843851,528
10171,0.304393305,0.234693878,0.029411765,6.28E-05,0.073929065,528
10172,0.341004184,0.234693878,0.029411765,3.86E-05,0.045370797,528
10174,0.0041841,0,0.705882353,0.850416517,0.490327038,528
10175,0.103033473,0.075255102,0.205882353,0.970072694,0.885076002,528
10176,0.036852269,0.018838305,0.352941176,0.215920789,0.358129894,528
10178,0.139644351,0.107142857,0.088235294,6.73E-05,0.079226163,528
10179,0.304393305,0.234693878,0.029411765,0.001841963,0.14279134,528
10181,0.341004184,0.234693878,0.029411765,2.35E-06,0.002763703,528
10183,0,0.001457726,1,0.826180114,0.959926301,528
10184,0.267782427,0.234693878,0.029411765,3.74E-05,0.043988945,528
10185,0.084728033,0.06462585,0.147058824,0.001768755,0.638876094,528
10186,0.218967922,0.149659864,0.058823529,0.000285592,0.336020267,528
10187,0.304393305,0.234693878,0.029411765,3.37E-05,0.039613082,528
10188,0.072524407,0.06462585,0.323529412,0.845423837,0.160064486,528
10189,0.316596932,0.234693878,0.058823529,0.000203967,0.239981575,528
10190,0.267782427,0.234693878,0.029411765,3.41E-05,0.040073699,528
10191,0.09693166,0.06462585,0.147058824,0.000122341,0.143942883,528
10192,0.062761506,0.030612245,0.264705882,0.000181064,0.213035468,528
10193,0.179916318,0.132653061,0.117647059,0.915077459,0.247812068,528
10196,0.106694561,0.081632653,0.117647059,0.451195896,0.332105021,528
10197,0.017286941,0.006444683,0.529411765,0.002247939,0.450253339,528
10198,0.109135286,0.06462585,0.147058824,0.934099794,0.263703363,528
10200,0.013249651,0.003887269,0.588235294,0.039413124,0.913864579,528
10201,0.109135286,0.06462585,0.147058824,6.32E-05,0.074389682,528
10202,0.015574152,0.007936508,0.764705882,0.873553026,1,528
10203,0.048117155,0.038461539,0.352941176,1,0.035237218,528
10204,0.043235704,0.030612245,0.411764706,0.000739134,0.869645325,528
10206,0.163179916,0.125364431,0.176470588,0.000123515,0.145324735,528
10208,0.079497908,0.052478134,0.176470588,0.014373187,0.066328881,528
10209,0.058577406,0.052478134,0.176470588,0.000373482,0.439428835,528
10210,0.106694561,0.081632653,0.117647059,9.77E-05,0.114923998,528
10211,0.707112971,0.489795918,0,9.79E-06,0.011515431,528
10212,0.179916318,0.132653061,0.117647059,0.000102179,0.120221096,528
10213,0.316596932,0.234693878,0.058823529,0.215728176,0.918240442,528
10214,0.109135286,0.085884354,0.323529412,0.007264696,0.438737909,528
10215,0.054773678,0.049165121,0.294117647,0.000200052,0.235375403,528
10216,0.17625523,0.107142857,0.088235294,6.52E-05,0.076692768,528
10217,0.365411437,0.319727891,0.058823529,0.858823387,0.119990788,528
10218,1,0.744897959,0,3.19E-05,0.037540304,528
10219,0.633891213,0.489795918,0,1.17E-06,0.001381852,528
10221,0.209205021,0.132653061,0.117647059,0.000376418,0.442883464,528
10222,0.139644351,0.107142857,0.088235294,0.000119796,0.140948871,528
10223,0.853556485,1,0,1.29E-05,0.015200368,528
10226,0.194560669,0.170918367,0.088235294,0.000142894,0.168125288,528
10227,0.053749598,0.038461539,0.352941176,0.000208665,0.245508982,528
10228,1,0.744897959,0,0,0,528
10230,0.341004184,0.234693878,0.029411765,5.42E-05,0.063795486,528
10231,0.106694561,0.081632653,0.117647059,0.959092556,0.198295716,528
10232,0.064388656,0.036281179,0.235294118,0.000303601,0.35720866,528
10234,0.165271967,0.132653061,0.117647059,7.24E-05,0.085214187,528
10237,0.084728033,0.06462585,0.147058824,0.000649679,0.764394288,528
10238,0.487447699,0.489795918,0,9.89E-05,0.11630585,528
10240,0.267782427,0.234693878,0.058823529,0.993248744,0.091662828,528
10169,0.189907485,0.161680672,0.047058824,0.000449652,0.127516779,534
10170,1,0.855462185,0,0.004731188,0.03485421,534
10171,0.017838962,0.026271561,0.211764706,0.480749393,0.915515199,534
10172,0.086837679,0.078571429,0.082352941,0.395003316,0.359426992,534
10174,0.01334886,0.010471881,0.447058824,0.275469117,0.528396594,534
10175,0.204373423,0.161680672,0.047058824,0.651991166,0.242682308,534
10176,0.204373423,0.132773109,0.047058824,0.196395825,0.000169195,534
10178,0.132043734,0.11212485,0.070588235,0.033641752,0.053070893,534
10179,0.113961312,0.108683473,0.058823529,0.000943851,0.267666798,534
10181,0.249579479,0.241176471,0.035294118,0.152505551,0.07850657,534
10183,0.228483319,0.229131653,0.023529412,0.032758358,0.017821894,534
10184,0.16097561,0.219495798,0.047058824,0.000726881,0.206136146,534
10185,0.240538267,0.229131653,0.023529412,0.000127875,0.03626417,534
10186,0.336977853,0.325490196,0.023529412,0,0,534
10187,0.159167368,0.205042017,0.035294118,0.000199867,0.05668039,534
10188,0.138071208,0.132773109,0.058823529,0.466074953,0.489481699,534
10189,0.168208579,0.156862745,0.058823529,0.029642019,0.079634538,534
10190,0.403280067,0.421848739,0.011764706,0.000106596,0.030229541,534
10191,0.016066819,0.008171544,0.329411765,0.582819164,0.228413513,534
10192,0.059714045,0.06853408,0.094117647,0.429976722,0.066324516,534
10193,0.022102607,0.02292437,0.282352941,0.003423201,0.618803226,534
10196,0.197140454,0.190588235,0.047058824,6.32E-05,0.017934691,534
10197,0.13606205,0.100653595,0.094117647,0.018400524,0.664147538,534
10198,0.213414634,0.205042017,0.035294118,1,0.470644634,534
10199,0.457527334,0.494117647,0.011764706,0,0,534
10200,0.090712483,0.11212485,0.070588235,0.498116375,0.768879364,534
10201,0.144098682,0.108683473,0.058823529,0.413760619,0.179741695,534
10202,0.016549554,0.006885335,0.352941176,0.049701342,0.216513451,534
10204,0.240538267,0.229131653,0.023529412,0.745654377,0.400203034,534
10206,0.007727082,0.01232493,0.552941176,0.217322036,0.589588856,534
10208,0.082317073,0.078571429,0.082352941,0.001079284,0.306074107,534
10209,0.138071208,0.132773109,0.058823529,0.000126085,0.035756585,534
10210,0.004143675,0.002336544,0.470588235,0.468875085,0.546105691,534
10211,0.182674516,0.190588235,0.047058824,0.00050991,0.144605493,534
10213,0.25862069,0.205042017,0.035294118,0.223024918,0.087022729,534
10214,0,0,1,0.051311219,0.348993289,534
10215,0.312867956,0.325490196,0.023529412,0.000220948,0.06265862,534
10216,0.819175778,1,0,0.000388399,0.110146072,534
10217,0.032228764,0.02292437,0.282352941,0.523488391,0.511477074,534
10219,0.004261284,0.01232493,0.341176471,0.70451909,0.167390446,534
10220,0.168208579,0.161680672,0.047058824,0.085762981,0.067734476,534
10221,0.276703112,0.277310924,0.023529412,0.000561021,0.159099882,534
10223,0.110344828,0.161680672,0.047058824,0.000134239,0.038068919,534
10226,0.113961312,0.096638655,0.082352941,0.001581836,0.44859286,534
10227,0.039273046,0.032225064,0.258823529,0.687867853,1,534
10228,0.421362489,0.421848739,0.011764706,0.001772953,0.098302408,534
10230,0.124810765,0.161680672,0.047058824,0.105766024,0.077942586,534
10231,0.082317073,0.078571429,0.082352941,0.696646504,0.452258756,534
10232,0.159167368,0.168907563,0.035294118,0.000136427,0.038689301,534
10234,0.336977853,0.325490196,0.023529412,0.01566443,0.071795161,534
10237,0.710681245,0.71092437,0,0.00097408,0.276239355,534
10240,0.312867956,0.277310924,0.023529412,0.140603202,0.014155998,534
10169,0.710586443,1,0.014084507,2.95E-05,0.024705534,538
10170,0.580350343,0.656597774,0.028169014,0.004549329,0.033076524,538
10171,0.050500908,0.093065917,0.169014085,0.336505647,1,538
10172,0.435643564,0.484896661,0.042253521,0.102797741,0.067042003,538
10175,0.337242955,0.381875994,0.056338028,0.570292637,0.134046966,538
10176,0.428408225,0.484896661,0.042253521,0,0.020742277,538
10181,0.884234577,1,0.014084507,4.82E-05,0.027224239,538
10184,0.000317339,0,1,0.257135433,0.594821839,538
10186,0.971058644,1,0.014084507,0.000717807,0.117230906,538
10188,0.114876872,0.093799682,0.154929577,0.107817433,0.146233054,538
10189,0.457349581,0.484896661,0.042253521,0.000488825,0.086450848,538
10191,0.022803638,0.016926962,0.464788732,0.029392906,0.219719979,538
10192,0.657527291,0.656597774,0.028169014,0.057666528,0.058263575,538
10193,0.146230008,0.19872814,0.042253521,0.800309277,0.29216979,538
10196,0.647880173,0.656597774,0.028169014,0.125209039,0.11493444,538
10198,0.580350343,0.656597774,0.028169014,1,0.017779095,538
10199,0.927646611,1,0.014084507,0.012692103,0.05411512,538
10200,0.117288652,0.084260731,0,0.373842656,0.129676272,538
10201,0.66717441,1,0.014084507,0.578237566,0.13675087,538
10203,0.069053059,0.084260731,0.154929577,0.407536069,0.158159864,538
