studentID,difNLOC,difCCN,submissions,Window,Total.Time.Spent,atv
10211,0.694915254,0.328358209,0,8.33E-06,0.006750537,497
10212,0.796610169,0.328358209,0,0,0,497
10213,0.694915254,0.328358209,0,1.89E-06,0.001534213,497
10214,0.099273608,0.040511727,0.136363636,0.000319534,0.258821724,497
10215,0.220338983,0.104477612,0.045454545,2.25E-05,0.018257134,497
10216,0.694915254,0.328358209,0,0.056541265,0.046946916,497
10217,0.423728814,0.328358209,0.045454545,0.434271227,0.031758208,497
10218,1,0.328358209,0,1.89E-07,0.000153421,497
10219,0.186440678,0.104477612,0.045454545,0.014999735,0.027922676,497
10220,0.288135593,0.160447761,0.022727273,3.79E-07,0.000306843,497
10221,0.084745763,0.034514925,0.159090909,0.015201456,0.530377416,497
10222,0.262711864,0.244402985,0.068181818,5.83E-05,0.047253759,497
10223,0.694915254,0.328358209,0,0,0,497
10226,0.898305085,1,0,0.000110426,0.089444615,497
10227,0.644067797,0.496268657,0.022727273,0.000129935,0.105247008,497
10228,0.694915254,0.328358209,0,0,0,497
10230,0.161016949,0.076492537,0.068181818,2.82E-05,0.022859773,497
10231,0.186440678,0.104477612,0.045454545,1.89E-07,0.000153421,497
10232,0.125423729,0.059701493,0.090909091,0.455904469,0.020711875,497
10233,0.288135593,0.160447761,0.022727273,1.57E-05,0.012733967,497
10234,0.220338983,0.104477612,0.045454545,1.78E-05,0.014421602,497
10237,0.338983051,0.160447761,0.022727273,2.18E-05,0.017643449,497
10238,0.073446328,0.029850746,0.181818182,0.003983286,0.032218472,497
10240,0.186440678,0.076492537,0.068181818,3.77E-05,0.030530838,497
10169,0.361774744,0.484375,0.043478261,5.37E-05,0.041126017,498
10170,0.076450512,0.071875,0.391304348,0.000411553,0.315262811,498
10171,0.436860068,0.484375,0.043478261,0.000114551,0.087750165,498
10172,0.098976109,0.116071429,0.260869565,5.77E-05,0.04420497,498
10174,0.06894198,0.071875,0.391304348,0.000383704,0.293930064,498
10175,0.274175199,0.3125,0.086956522,7.48E-05,0.057290521,498
10176,0.230375427,0.2265625,0.130434783,0.000139098,0.106553772,498
10178,0.399317406,0.484375,0.043478261,3.32E-05,0.025401364,498
10179,0.299203641,0.3125,0.086956522,0.000142974,0.109522762,498
10181,0.098976109,0.116071429,0.260869565,0.058539253,0.176929844,498
10183,0.061433447,0.09765625,0.304347826,0.000160918,0.123268089,498
10184,0.274175199,0.197916667,0.086956522,0.000191063,0.146360238,498
10185,0.091467577,0.0375,0.391304348,0.757064726,0.162194854,498
10186,0.199089875,0.197916667,0.086956522,0.431387824,0.076314053,498
10187,0.249146758,0.3125,0.086956522,0.558033102,0.044424896,498
10188,0.549488055,0.484375,0.043478261,3.01E-05,0.023092149,498
10189,0.088249634,0.116071429,0.260869565,0.288819316,0.046074335,498
10190,0.189078498,0.175,0.173913043,0.00010235,0.078403343,498
10191,0.274175199,0.197916667,0.086956522,0.000519214,0.39773477,498
10192,0.002437835,0.017857143,0.869565217,0.000523951,0.401363536,498
10193,0.47440273,0.3125,0.043478261,4.98E-05,0.038157027,498
10195,0.211604096,0.2265625,0.130434783,0.000525961,0.402903013,498
10196,0.053924915,0.071875,0.391304348,0.000268005,0.205300198,498
10197,0.048919226,0.083333333,0.347826087,0.057139084,0.647569826,498
10198,0.035442373,0.048076923,0.52173913,0.919929661,0.319331427,498
10199,0.136518771,0.140625,0.217391304,0.000102063,0.078183418,498
10200,0.098976109,0.116071429,0.260869565,0.099442602,0.185067077,498
10201,0.124004551,0.140625,0.217391304,0.000175703,0.134594238,498
10202,0.511945392,0.484375,0.043478261,0.010705683,0.037497251,498
10203,0.28668942,0.2265625,0.130434783,0.780834876,0.080932483,498
10204,0.174061433,0.2265625,0.130434783,0.000280493,0.214866945,498
10206,1,1,0,3.73E-05,0.028590279,498
10208,0.052047782,0.09765625,0.304347826,0.000237859,0.182208049,498
10209,0.699658703,0.65625,0,0.000231113,0.177039806,498
10210,0.924914676,0.65625,0,0.000290255,0.222344403,498
10211,1,1,0,0.000151156,0.115790631,498
10212,0.511945392,0.484375,0.043478261,7.01E-05,0.053661755,498
10213,0.174061433,0.175,0.173913043,0.000374087,0.286562569,498
10214,0.109702584,0.116071429,0.260869565,0.010028135,0.212447768,498
10215,0.324232082,0.197916667,0.086956522,0.000522516,0.40026391,498
10216,1,1,0,3.34E-05,0.025621289,498
10217,0.374288965,0.3125,0.086956522,0.005778821,0.085990763,498
10218,0.267918089,0.2265625,0.130434783,0,0,498
10219,0.044368601,0.0625,0.434782609,0.000179148,0.137233341,498
10220,0,0,0.913043478,0.003352999,0.174510666,498
10221,0.131155534,0.116071429,0.260869565,0.000234414,0.179568947,498
10222,0.849829352,1,0,1.58E-05,0.012095887,498
10223,0.849829352,1,0,3.59E-05,0.027490653,498
10226,0.299203641,0.3125,0.086956522,0.000128619,0.098526501,498
10227,0.014505119,0.01171875,1,0.120849518,1,498
10228,0.090633295,0.083333333,0.347826087,0.000243314,0.186386629,498
10230,0.511945392,0.3125,0.043478261,7.15E-05,0.054761381,498
10231,0.249146758,0.3125,0.043478261,4.88E-05,0.037387288,498
10232,0.149032992,0.3125,0.086956522,1,0.110622388,498
10233,0.129010239,0.175,0.173913043,7.42E-05,0.056850671,498
10234,0.264163823,0.175,0.173913043,9.65E-05,0.073894876,498
10237,0.230375427,0.2265625,0.130434783,4.62E-05,0.035407961,498
10238,0.47440273,0.3125,0.043478261,5.34E-05,0.040906092,498
10240,0.211604096,0.2265625,0.130434783,0.000666207,0.510336486,498
10169,0.126074499,0.159199026,0.031446541,3.34E-05,0.008833431,504
10170,0.066977077,0.054098905,0.094339623,0.013983734,0.265527998,504
10171,0.46991404,0.1769001,0.006289308,0.000108733,0.02875498,504
10172,0.243553009,0.107865914,0.025157233,0.015735029,0.028785867,504
10174,0.226361032,0.243279124,0.018867925,0.093768285,0.008493684,504
